1.142908400000000029e+02 1.122301410000000033e+02 3.655073900000000009e+01
1.887402300000000110e+01 9.248702199999999607e+01 5.127211400000000197e+01
9.835814700000000244e+01 1.197969130000000035e+02 2.272381800000000140e+01
1.104125439999999969e+02 2.049991999999999948e+01 1.212497180000000014e+02
1.074483259999999945e+02 3.939537399999999678e+01 3.202413599999999860e+01
1.222986449999999934e+02 5.762776600000000116e+01 6.067172999999999661e+01
1.691876600000000153e+01 5.621940200000000232e+01 8.665565499999999588e+01
6.394044499999999687e+01 1.995760000000000034e-01 4.170560100000000148e+01
5.741451999999999778e+00 8.053647599999999329e+01 2.038479999999999848e+00
7.385695599999999672e+01 8.706642899999999941e+01 5.139116700000000293e+01
1.070247880000000009e+02 1.032302999999999971e+00 9.244989999999999597e+00
6.738617700000000355e+01 8.709995999999999583e+01 6.043750800000000112e+01
4.076019699999999801e+01 1.141165160000000043e+02 8.528160099999999488e+01
1.742753599999999992e+01 9.384802999999999429e+01 7.984403199999999856e+01
1.231754609999999985e+02 1.117321319999999929e+02 1.059472959999999944e+02
3.312910800000000222e+01 9.674215000000000231e+00 7.809980799999999590e+01
1.134576110000000000e+02 2.194968199999999925e+01 1.097816619999999972e+02
1.129545209999999997e+02 5.696885300000000285e+01 6.063354000000000354e+00
1.188797100000000029e+01 1.177661899999999946e+02 2.212426400000000015e+01
4.189646100000000217e+01 9.827808400000000688e+01 6.791726699999999539e+01
1.752348299999999881e+01 9.300669100000000356e+01 1.111679689999999994e+02
1.680989100000000036e+01 1.277699279999999931e+02 1.696580900000000014e+01
7.048342100000000698e+01 1.063983149999999966e+02 4.160332499999999811e+01
1.126972119999999933e+02 9.076216000000000506e+00 4.726550300000000249e+01
1.116720959999999963e+02 5.318493000000000137e+00 7.292005199999999832e+01
2.461717600000000061e+01 1.153823550000000040e+02 7.258118399999999326e+01
1.512909100000000073e+01 8.928319500000000630e+01 7.925914000000000215e+01
8.262752000000000763e+00 2.056603199999999987e+01 2.682781400000000005e+01
2.655891400000000147e+01 3.869596099999999694e+01 2.946927600000000069e+01
8.323202499999999304e+01 8.254741699999999582e+01 4.030643100000000345e+01
6.678793299999999533e+01 4.726298100000000346e+01 1.104427869999999956e+02
7.616204799999999864e+01 1.012039700000000053e+01 1.295763600000000082e+01
3.361110299999999995e+01 1.216630250000000046e+02 1.173949740000000048e+02
9.062372600000000489e+01 6.598851999999999940e+00 4.351156600000000196e+01
7.412718200000000479e+01 1.090135190000000023e+02 8.136986500000000433e+01
1.061735460000000018e+02 3.704998799999999903e+01 9.823773199999999406e+01
1.225667949999999990e+02 1.276456759999999946e+02 5.619476699999999880e+01
1.259931899999999949e+01 5.588621499999999997e+01 5.625843799999999817e+01
2.960304500000000161e+01 1.109867019999999940e+02 9.183814200000000483e+01
8.581690199999999891e+01 4.016501999999999839e+01 2.274980999999999920e+00
9.476787600000000111e+01 1.201306000000000012e+02 7.410317200000000071e+01
6.827249899999999627e+01 4.541905200000000065e+01 4.893611099999999681e+01
6.826493800000000078e+01 1.084863900000000037e+01 3.466143000000000285e+01
2.910990899999999826e+01 3.043193399999999826e+01 6.073459600000000336e+01
2.616811799999999977e+01 1.265726619999999940e+02 2.813876899999999992e+01
9.103162399999999366e+01 8.795306999999999320e+00 8.462002000000000024e+00
1.173556980000000038e+02 1.060132600000000025e+02 9.899249299999999607e+01
5.279666999999999888e+00 1.400805399999999956e+01 6.606097400000000164e+01
9.141378000000000270e+01 1.266778869999999984e+02 7.285595700000000363e+01
8.824049399999999821e+01 3.417070799999999764e+01 4.688916400000000095e+01
7.990264899999999670e+01 8.249354599999999493e+01 1.041001100000000079e+01
1.513710999999999984e+01 8.408001000000000502e+00 1.083602070000000026e+02
6.392917599999999823e+01 2.119308900000000051e+01 3.345209899999999692e+01
7.466454999999999842e+00 7.041485600000000034e+01 1.247487720000000024e+02
6.232372999999999763e+01 6.716785400000000550e+01 5.861831699999999756e+01
1.043898010000000056e+02 7.061513499999999510e+01 1.038485490000000055e+02
4.341184599999999705e+01 4.581494500000000158e+01 1.162579649999999987e+02
7.110806300000000135e+01 7.982435599999999454e+01 2.153910099999999872e+01
3.738368599999999731e+01 7.167236300000000426e+01 1.056915589999999980e+02
1.878976400000000169e+01 1.192145309999999938e+02 9.645516000000000645e+00
1.224986499999999978e+02 5.968400199999999955e+01 8.875449399999999400e+01
7.718047300000000632e+01 4.491599300000000028e+01 4.674998899999999935e+01
1.045433960000000013e+02 1.086948849999999993e+02 8.470176000000000371e+00
1.498140700000000081e+01 1.044901200000000046e+02 9.408659999999999801e-01
3.052224700000000013e+01 6.807054100000000574e+01 6.926860800000000040e+01
5.182205600000000345e+01 3.030326300000000117e+01 2.250133500000000097e+01
1.063403550000000024e+02 4.182659100000000052e+01 8.188404800000000705e+01
2.711361099999999880e+01 1.146413419999999945e+02 1.244906919999999957e+02
1.415092500000000086e+01 1.666372900000000001e+01 2.867717000000000027e+01
1.036956330000000008e+02 3.702762599999999793e+01 5.563522300000000342e+01
5.063879000000000019e+01 1.270405580000000043e+02 2.213144099999999881e+01
3.721788399999999797e+01 7.691759000000000235e+00 8.350437900000000013e+01
1.119733500000000070e+01 1.065428160000000020e+02 1.198175099999999915e+01
1.398691299999999949e+01 4.671318399999999826e+01 8.051529999999999632e+00
